Experiment,spite_sigma,comp_sigma,diff_sigma,cost,kd,initial_spite_frequency,spite_expression_prob,average_mean_spite,average_mean_density,average_spite_freq,average_n_individuals
l_d8_c4_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,4.0,8.0,0.1,0.001,0.02,0.001,0.10476778,2.9825633e-05,0.20953555,65985.19
l_d8_c4_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,4.0,8.0,0.1,0.001,0.02,0.01,0.4941423,0.0014265343,0.9882846,65136.42
l_d8_c4_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,4.0,8.0,0.1,0.001,0.02,0.05,0.49814156,0.0069858795,0.9962831,63425.96
l_d8_c4_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,4.0,8.0,0.1,0.001,0.02,0.2,0.0030265683,0.00017115985,0.0060531367,65596.06
l_d8_c4_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,4.0,8.0,0.1,0.001,0.02,0.001,0.42236537,0.00010499181,0.84473073,65590.14
l_d8_c4_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,4.0,8.0,0.1,0.001,0.02,0.01,0.49554005,0.0012330937,0.9910801,65132.6
l_d8_c4_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,4.0,8.0,0.1,0.001,0.02,0.05,0.49887165,0.006032093,0.9977433,63406.72
l_d8_c4_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,4.0,8.0,0.1,0.001,0.02,0.2,0.0029825408,0.00014965783,0.0059650815,65506.43
l_d8_c4_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,4.0,8.0,0.1,0.001,0.02,0.001,0.42371505,0.00010970595,0.8474301,65604.54
l_d8_c4_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,4.0,8.0,0.1,0.001,0.02,0.01,0.49545425,0.0012717078,0.9909085,65150.06
l_d8_c4_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,4.0,8.0,0.1,0.001,0.02,0.05,0.49871933,0.0062720557,0.99743867,63410.15
l_d8_c4_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,4.0,8.0,0.1,0.001,0.02,0.2,0.003037719,0.00015679383,0.006075438,65452.7
l_d8_c4_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,4.0,8.0,0.1,0.001,0.02,0.001,0.42122883,0.00010579835,0.84245765,65577.2
l_d8_c4_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,4.0,8.0,0.1,0.001,0.02,0.01,0.49548772,0.0012444805,0.99097544,65131.22
l_d8_c4_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,4.0,8.0,0.1,0.001,0.02,0.05,0.49885696,0.0060838987,0.9977139,63439.98
l_d8_c4_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,4.0,8.0,0.1,0.001,0.02,0.2,0.0029888263,0.00015025615,0.0059776525,65488.66
l_d8_c8_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,8.0,8.0,0.1,0.001,0.02,0.001,0.16042368,3.9156876e-05,0.32084736,64728.62
l_d8_c8_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,8.0,8.0,0.1,0.001,0.02,0.01,0.49545115,0.0012101305,0.9909023,64221.68
l_d8_c8_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,8.0,8.0,0.1,0.001,0.02,0.05,0.49885568,0.006006849,0.99771136,62993.2
l_d8_c8_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,8.0,8.0,0.1,0.001,0.02,0.2,0.0030083638,0.00014833309,0.0060167275,64566.57
l_d8_c8_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,8.0,8.0,0.1,0.001,0.02,0.001,0.10508112,3.0127094e-05,0.21016224,64790.03
l_d8_c8_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,8.0,8.0,0.1,0.001,0.02,0.01,0.49402246,0.001400898,0.9880449,64214.72
l_d8_c8_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,8.0,8.0,0.1,0.001,0.02,0.05,0.014413434,0.00020885636,0.028826868,64518.02
l_d8_c8_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,8.0,8.0,0.1,0.001,0.02,0.2,0.0029968824,0.00017027426,0.005993765,64596.61
l_d8_c8_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,8.0,8.0,0.1,0.001,0.02,0.001,0.13585633,3.3022858e-05,0.27171266,64751.71
l_d8_c8_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,8.0,8.0,0.1,0.001,0.02,0.01,0.4955444,0.0012156512,0.9910888,64199.83
l_d8_c8_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,8.0,8.0,0.1,0.001,0.02,0.05,0.49886265,0.005996397,0.9977253,63031.8
l_d8_c8_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,8.0,8.0,0.1,0.001,0.02,0.2,0.0030434667,0.00014961636,0.0060869334,64581.01
l_d8_c8_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,8.0,8.0,0.1,0.001,0.02,0.001,0.42166397,0.00010685212,0.84332794,64494.57
l_d8_c8_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,8.0,8.0,0.1,0.001,0.02,0.01,0.49543914,0.001250962,0.9908783,64226.18
l_d8_c8_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,8.0,8.0,0.1,0.001,0.02,0.05,0.4987041,0.00622592,0.9974082,63021.3
l_d8_c8_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,8.0,8.0,0.1,0.001,0.02,0.2,0.003113597,0.00015823264,0.006227194,64501.36
l_d8_c8_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,8.0,8.0,0.1,0.001,0.02,0.001,0.4268247,0.00010367752,0.8536494,64483.0
l_d8_c8_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,8.0,8.0,0.1,0.001,0.02,0.01,0.49539402,0.001223817,0.99078804,64226.64
l_d8_c8_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,8.0,8.0,0.1,0.001,0.02,0.05,0.49887276,0.0060348157,0.9977455,63039.08
l_d8_c8_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,8.0,8.0,0.1,0.001,0.02,0.2,0.003085245,0.0001488169,0.00617049,64515.87
l_di_c16_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,16.0,i,0.1,0.001,0.02,0.001,0.12199714,3.0616327e-05,0.24399428,64571.34
l_di_c16_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,16.0,i,0.1,0.001,0.02,0.01,0.49532154,0.0012114908,0.9906431,64054.84
l_di_c16_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,16.0,i,0.1,0.001,0.02,0.05,0.49885258,0.0060027684,0.99770516,62890.51
l_di_c16_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,16.0,i,0.1,0.001,0.02,0.2,0.0030713398,0.00015140323,0.0061426796,64400.03
l_di_c16_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,16.0,i,0.1,0.001,0.02,0.001,0.091418944,2.6984615e-05,0.18283789,64625.21
l_di_c16_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,16.0,i,0.1,0.001,0.02,0.01,0.4939016,0.001408635,0.9878032,64056.02
l_di_c16_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,16.0,i,0.1,0.001,0.02,0.05,0.013819146,0.00019708164,0.027638292,64418.76
l_di_c16_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,16.0,i,0.1,0.001,0.02,0.2,0.0028681615,0.00016183298,0.005736323,64492.05
l_di_c16_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,16.0,i,0.1,0.001,0.02,0.001,0.1315346,3.1998577e-05,0.2630692,64550.4
l_di_c16_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,16.0,i,0.1,0.001,0.02,0.01,0.4953147,0.0012157196,0.9906294,64050.74
l_di_c16_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,16.0,i,0.1,0.001,0.02,0.05,0.49885863,0.0059791654,0.99771726,62891.4
l_di_c16_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,16.0,i,0.1,0.001,0.02,0.2,0.0029535634,0.00014522868,0.0059071267,64402.03
l_di_c16_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,16.0,i,0.1,0.001,0.02,0.001,0.14306769,3.668083e-05,0.28613538,64544.98
l_di_c16_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,16.0,i,0.1,0.001,0.02,0.01,0.49531192,0.0012564159,0.99062383,64037.18
l_di_c16_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,16.0,i,0.1,0.001,0.02,0.05,0.49871624,0.0062356675,0.9974325,62902.98
l_di_c16_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,16.0,i,0.1,0.001,0.02,0.2,0.003038619,0.000153992,0.006077238,64421.16
l_di_c16_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,16.0,i,0.1,0.001,0.02,0.001,0.1256758,3.037099e-05,0.2513516,64577.19
l_di_c16_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,16.0,i,0.1,0.001,0.02,0.01,0.49523446,0.0012186945,0.9904689,64059.63
l_di_c16_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,16.0,i,0.1,0.001,0.02,0.05,0.498824,0.006044333,0.997648,62875.17
l_di_c16_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,16.0,i,0.1,0.001,0.02,0.2,0.0029534972,0.0001452428,0.0059069945,64444.91
l_di_c2_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,2.0,i,0.1,0.001,0.02,0.001,0.4387434,0.000120898,0.8774868,71925.99
l_di_c2_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,2.0,i,0.1,0.001,0.02,0.01,0.49592328,0.0013427181,0.99184656,70950.73
l_di_c2_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,2.0,i,0.1,0.001,0.02,0.05,0.4989226,0.0064075594,0.9978452,67291.07
l_di_c2_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,2.0,i,0.1,0.001,0.02,0.2,0.0030452195,0.00016722191,0.006090439,71156.6
l_di_c2_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,2.0,i,0.1,0.001,0.02,0.001,0.109954596,3.5057463e-05,0.21990919,72559.96
l_di_c2_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,2.0,i,0.1,0.001,0.02,0.01,0.49442554,0.001544583,0.9888511,70950.43
l_di_c2_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,2.0,i,0.1,0.001,0.02,0.05,0.015333655,0.000235824,0.03066731,71180.07
l_di_c2_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,2.0,i,0.1,0.001,0.02,0.2,0.0029898267,0.00018240137,0.0059796534,71517.04
l_di_c2_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,2.0,i,0.1,0.001,0.02,0.001,0.43507403,0.00011864161,0.87014806,71966.51
l_di_c2_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,2.0,i,0.1,0.001,0.02,0.01,0.4959546,0.0013461919,0.9919092,70959.98
l_di_c2_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,2.0,i,0.1,0.001,0.02,0.05,0.49893448,0.0064095575,0.99786896,67254.85
l_di_c2_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,2.0,i,0.1,0.001,0.02,0.2,0.0031259786,0.00016826708,0.0062519573,71156.74
l_di_c2_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,2.0,i,0.1,0.001,0.02,0.001,0.43269378,0.00012406922,0.86538756,71992.33
l_di_c2_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,2.0,i,0.1,0.001,0.02,0.01,0.49591118,0.0013975144,0.99182236,70996.25
l_di_c2_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,2.0,i,0.1,0.001,0.02,0.05,0.49877003,0.006647366,0.99754006,67236.32
l_di_c2_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,2.0,i,0.1,0.001,0.02,0.2,0.00304219,0.00017236976,0.00608438,71171.12
l_di_c2_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,2.0,i,0.1,0.001,0.02,0.001,0.43975458,0.00012199735,0.87950915,71966.86
l_di_c2_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,2.0,i,0.1,0.001,0.02,0.01,0.49594373,0.001348719,0.99188745,70965.74
l_di_c2_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,2.0,i,0.1,0.001,0.02,0.05,0.49892035,0.0064571304,0.9978407,67249.87
l_di_c2_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,2.0,i,0.1,0.001,0.02,0.2,0.0030700373,0.00016883074,0.0061400747,71175.46
l_di_c32_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,32.0,i,0.1,0.001,0.02,0.001,0.1378481,3.5059256e-05,0.2756962,64572.51
l_di_c32_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,32.0,i,0.1,0.001,0.02,0.01,0.4953747,0.0012150179,0.9907494,64058.19
l_di_c32_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,32.0,i,0.1,0.001,0.02,0.05,0.49886295,0.0060187317,0.9977259,62870.43
l_di_c32_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,32.0,i,0.1,0.001,0.02,0.2,0.0030885208,0.00015173573,0.0061770417,64390.8
l_di_c32_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,32.0,i,0.1,0.001,0.02,0.001,0.09826354,2.685191e-05,0.19652708,64612.34
l_di_c32_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,32.0,i,0.1,0.001,0.02,0.01,0.49396968,0.0014023777,0.98793936,64070.35
l_di_c32_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,32.0,i,0.1,0.001,0.02,0.05,0.0138462,0.00020091573,0.0276924,64411.34
l_di_c32_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,32.0,i,0.1,0.001,0.02,0.2,0.0029122636,0.00016527728,0.0058245272,64490.42
l_di_c32_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,32.0,i,0.1,0.001,0.02,0.001,0.12780048,3.3068834e-05,0.25560096,64564.84
l_di_c32_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,32.0,i,0.1,0.001,0.02,0.01,0.49548653,0.0012233563,0.99097306,64066.4
l_di_c32_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,32.0,i,0.1,0.001,0.02,0.05,0.49884537,0.005990186,0.99769074,62872.71
l_di_c32_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,32.0,i,0.1,0.001,0.02,0.2,0.0031220608,0.00015182659,0.0062441216,64410.31
l_di_c32_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,32.0,i,0.1,0.001,0.02,0.001,0.14799878,3.702301e-05,0.29599756,64564.58
l_di_c32_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,32.0,i,0.1,0.001,0.02,0.01,0.4954034,0.001258565,0.9908068,64055.79
l_di_c32_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,32.0,i,0.1,0.001,0.02,0.05,0.49873158,0.006209677,0.99746317,62883.5
l_di_c32_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,32.0,i,0.1,0.001,0.02,0.2,0.0029142422,0.0001487307,0.0058284844,64423.08
l_di_c32_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,32.0,i,0.1,0.001,0.02,0.001,0.16305931,4.094269e-05,0.32611862,64528.39
l_di_c32_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,32.0,i,0.1,0.001,0.02,0.01,0.49563217,0.0012257448,0.99126434,64055.35
l_di_c32_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,32.0,i,0.1,0.001,0.02,0.05,0.49883592,0.0060428125,0.99767184,62877.56
l_di_c32_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,32.0,i,0.1,0.001,0.02,0.2,0.0029786485,0.00014578484,0.005957297,64436.92
l_di_c4_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,4.0,i,0.1,0.001,0.02,0.001,0.13884737,3.4760742e-05,0.27769473,65948.83
l_di_c4_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,4.0,i,0.1,0.001,0.02,0.01,0.49554694,0.0012343564,0.9910939,65159.94
l_di_c4_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,4.0,i,0.1,0.001,0.02,0.05,0.49888757,0.0060431496,0.99777514,63303.83
l_di_c4_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,4.0,i,0.1,0.001,0.02,0.2,0.0029919925,0.00015015987,0.005983985,65491.59
l_di_c4_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,4.0,i,0.1,0.001,0.02,0.001,0.09946118,2.7291553e-05,0.19892237,66068.23
l_di_c4_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,4.0,i,0.1,0.001,0.02,0.01,0.4939859,0.0014245622,0.9879718,65164.34
l_di_c4_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,4.0,i,0.1,0.001,0.02,0.05,0.014043909,0.0002008577,0.028087817,65544.93
l_di_c4_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,4.0,i,0.1,0.001,0.02,0.2,0.0028228816,0.00016345995,0.005645763,65664.86
l_di_c4_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,4.0,i,0.1,0.001,0.02,0.001,0.13846622,3.5848232e-05,0.27693245,65945.19
l_di_c4_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,4.0,i,0.1,0.001,0.02,0.01,0.49562237,0.0012429169,0.99124473,65189.62
l_di_c4_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,4.0,i,0.1,0.001,0.02,0.05,0.49884018,0.0060288315,0.99768037,63333.22
l_di_c4_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,4.0,i,0.1,0.001,0.02,0.2,0.003065106,0.00015472712,0.006130212,65480.24
l_di_c4_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,4.0,i,0.1,0.001,0.02,0.001,0.42178205,0.00010931555,0.8435641,65658.71
l_di_c4_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,4.0,i,0.1,0.001,0.02,0.01,0.4954647,0.0012814081,0.9909294,65187.54
l_di_c4_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,4.0,i,0.1,0.001,0.02,0.05,0.4987229,0.0062727625,0.9974458,63307.57
l_di_c4_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,4.0,i,0.1,0.001,0.02,0.2,0.0030089042,0.00015646325,0.0060178083,65484.78
l_di_c4_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,4.0,i,0.1,0.001,0.02,0.001,0.15225333,3.7996306e-05,0.30450666,65937.56
l_di_c4_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,4.0,i,0.1,0.001,0.02,0.01,0.49565315,0.0012478593,0.9913063,65185.43
l_di_c4_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,4.0,i,0.1,0.001,0.02,0.05,0.49884745,0.0060707396,0.9976949,63336.83
l_di_c4_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,4.0,i,0.1,0.001,0.02,0.2,0.003007752,0.00015323152,0.006015504,65495.46
l_di_c8_s16_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,16.0,8.0,i,0.1,0.001,0.02,0.001,0.13274238,3.2693308e-05,0.26548475,64666.35
l_di_c8_s16_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,16.0,8.0,i,0.1,0.001,0.02,0.01,0.49552834,0.001218913,0.9910567,64090.68
l_di_c8_s16_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,16.0,8.0,i,0.1,0.001,0.02,0.05,0.49885455,0.005986959,0.9977091,62908.35
l_di_c8_s16_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,16.0,8.0,i,0.1,0.001,0.02,0.2,0.003113903,0.00015527033,0.006227806,64465.08
l_di_c8_s2_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,2.0,8.0,i,0.1,0.001,0.02,0.001,0.09427658,2.6749363e-05,0.18855315,64726.5
l_di_c8_s2_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,2.0,8.0,i,0.1,0.001,0.02,0.01,0.49400917,0.0014016493,0.98801833,64083.62
l_di_c8_s2_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,2.0,8.0,i,0.1,0.001,0.02,0.05,0.014057883,0.00019824429,0.028115766,64469.34
l_di_c8_s2_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,2.0,8.0,i,0.1,0.001,0.02,0.2,0.0028444622,0.00016368325,0.0056889243,64556.84
l_di_c8_s32_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,32.0,8.0,i,0.1,0.001,0.02,0.001,0.11994485,2.8568234e-05,0.2398897,64677.46
l_di_c8_s32_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,32.0,8.0,i,0.1,0.001,0.02,0.01,0.4955,0.0012108064,0.991,64101.44
l_di_c8_s32_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,32.0,8.0,i,0.1,0.001,0.02,0.05,0.49888244,0.005968122,0.9977649,62896.35
l_di_c8_s32_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,32.0,8.0,i,0.1,0.001,0.02,0.2,0.0030950934,0.00015051136,0.006190187,64458.74
l_di_c8_s4_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,4.0,8.0,i,0.1,0.001,0.02,0.001,0.12560059,3.160061e-05,0.25120118,64673.28
l_di_c8_s4_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,4.0,8.0,i,0.1,0.001,0.02,0.01,0.49538815,0.0012663061,0.9907763,64099.15
l_di_c8_s4_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,4.0,8.0,i,0.1,0.001,0.02,0.05,0.49870712,0.006216413,0.99741423,62877.33
l_di_c8_s4_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,4.0,8.0,i,0.1,0.001,0.02,0.2,0.0030403277,0.00015466874,0.0060806554,64461.89
l_di_c8_s8_cost0.1_kd0.001_init0.02_eprob0.001_resTrue_kc0.25,8.0,8.0,i,0.1,0.001,0.02,0.001,0.1835078,4.7078094e-05,0.3670156,64583.12
l_di_c8_s8_cost0.1_kd0.001_init0.02_eprob0.01_resTrue_kc0.25,8.0,8.0,i,0.1,0.001,0.02,0.01,0.49555612,0.0012305024,0.99111223,64109.33
l_di_c8_s8_cost0.1_kd0.001_init0.02_eprob0.05_resTrue_kc0.25,8.0,8.0,i,0.1,0.001,0.02,0.05,0.49887073,0.0060279435,0.99774146,62896.49
l_di_c8_s8_cost0.1_kd0.001_init0.02_eprob0.2_resTrue_kc0.25,8.0,8.0,i,0.1,0.001,0.02,0.2,0.0029493726,0.00014927602,0.0058987453,64455.18
